0, R1,R2,R3,R4,R5,R6,R7,R8,R9,
284, 11,9,7,11,11,9,11,9,9,10,
285, 11,9,7,11,11,9,11,9,9,10,
286, 11,9,7,11,11,9,11,9,9,10,
287, 11,9,7,11,11,9,11,9,9,10,
288, 11,9,7,11,11,9,11,9,9,10,
289, 11,9,7,11,11,9,11,9,9,10,
290, 11,9,7,11,8,9,11,9,9,10,
291, 11,9,7,11,8,9,11,9,9,10,
292, 11,9,10,11,8,9,11,9,9,10,
293, 11,9,10,11,8,9,11,9,9,10,
294, 11,9,10,11,8,9,11,9,9,10,
295, 11,9,10,11,8,9,11,9,9,10,
296, 11,9,10,11,8,9,11,9,9,10,
297, 11,9,10,11,8,9,11,9,9,10,
298, 11,9,10,11,8,9,11,9,9,10,
299, 11,9,10,11,8,9,11,9,9,10,
300, 8,9,10,11,8,9,11,9,9,10,
301, 8,9,10,11,8,9,11,10,9,10,
302, 8,9,10,11,8,9,11,10,9,10,
303, 8,9,10,11,8,9,11,10,9,10,
304, 8,9,10,11,8,9,11,10,9,10,
305, 8,9,10,11,8,9,11,10,9,10,
306, 8,9,10,11,8,9,11,10,9,10,
307, 8,9,10,11,8,9,11,10,9,10,
308, 8,9,10,11,8,9,11,10,9,10,
309, 8,9,10,11,8,9,11,10,9,10,
310, 8,9,10,11,8,9,11,10,9,10,
311, 8,9,10,11,8,9,11,10,9,10,
312, 8,10,10,11,8,9,11,10,9,10,
313, 8,10,10,11,8,9,11,10,9,10,
314, 8,10,10,10,8,9,6,10,9,10,
315, 8,10,10,10,8,9,6,10,9,10,
316, 8,10,10,10,8,9,6,10,9,10,
317, 8,10,10,10,8,9,6,10,9,10,
318, 8,10,10,10,8,9,6,10,9,10,
319, 8,10,10,10,8,9,6,10,9,10,
320, 8,10,10,10,8,9,6,10,9,10,
321, 8,10,10,10,8,9,6,10,9,6,
322, 8,10,10,10,8,9,6,10,9,6,
323, 8,10,10,10,8,9,6,10,9,6,
324, 8,10,10,10,8,9,6,10,9,6,
325, 8,10,10,10,8,9,6,10,9,6,
326, 8,10,10,10,8,9,6,10,9,6,
327, 8,10,10,10,8,9,6,10,9,6,
328, 8,10,10,10,8,9,6,10,9,6,
329, 8,10,10,10,8,9,6,10,9,6,
330, 8,10,10,10,8,9,6,10,9,6,
331, 8,10,10,10,8,9,6,10,9,6,
332, 8,10,10,10,8,9,6,10,9,6,
333, 8,10,10,10,8,9,6,10,9,6,
334, 8,10,10,10,8,9,6,10,9,6,
335, 8,10,10,10,8,9,6,10,9,6,
336, 8,10,10,10,8,9,6,10,9,6,
